"i","choice","formal","wage","labor_taxes","voluntary_saving","consumption_young","consumption_old","decision_utility","experienced_utility","funded_contribution","funded_public_contribution","payg_contribution","payg_notional_contribution","funded_benefit","payg_benefit","eligibility_probability","eligible_payg_benefit","refund_benefit","utility_informal","utility_capitalization","utility_payg","utility_difference_formal_informal","utility_difference_payg_capitalization"
0.204,"informal",FALSE,0.177545711751723,0,0.0133236488985689,0.135367298514671,0.17313693011416,-13.9861574894813,-15.4164657297459,0,0,0,0,0,0,0,0,0,-13.9861574894813,-27.9778446889531,-31.9192462820229,-13.9916871994718,-3.94140159306984
0.206,"informal",FALSE,0.178578468980686,0,0.0134011505998514,0.136154710132372,0.174144042110342,-13.865005693798,-15.2829242257514,0,0,0,0,0,0,0,0,0,-13.865005693798,-27.5910911405465,-31.4773258282874,-13.7260854467484,-3.88623468774091
0.208,"informal",FALSE,0.179617233606186,0,0.0134791031171038,0.136946702007361,0.175157012328524,-13.7449033470151,-15.1505394935879,0,0,0,0,0,0,0,0,0,-13.7449033470151,-27.2096839048694,-31.0415033885284,-13.4647805578543,-3.831819483659
0.21,"informal",FALSE,0.180662040572363,0,0.0135575090726562,0.13774330078232,0.176175874845117,-13.6258413585285,-15.0193015129918,0,0,0,0,0,0,0,0,0,-13.6258413585285,-26.8335490768215,-30.6116944974176,-13.207707718293,-3.77814542059605
0.212,"informal",FALSE,0.181712925026623,0,0.0136363711040923,0.138544533254908,0.177200663934755,-13.5078107164796,-14.8892003504977,0,0,0,0,0,0,0,0,0,-13.5078107164796,-26.4626137729344,-30.1878158548558,-12.9548030564549,-3.72520208192143
0.214,"informal",FALSE,0.182769922320816,0,0.0137156918643384,0.13935042637866,0.178231414071439,-13.3908024870726,-14.7602261586864,0,0,0,0,0,0,0,0,0,-13.3908024870726,-26.096806117249,-29.7697853098438,-12.7060036301765,-3.67297919259478
0.216,"informal",FALSE,0.183833068012432,0,0.0137954740217522,0.140161007263896,0.179268159929699,-13.2748078138988,-14.6323691754399,0,0,0,0,0,0,0,0,0,-13.2748078138988,-25.7360552273883,-29.3575218445753,-12.4612474134895,-3.62146661718696
0.218,"informal",FALSE,0.184902397865793,0,0.013875720260213,0.140976303178634,0.180310936385766,-13.1598179172661,-14.505619723202,0,0,0,0,0,0,0,0,0,-13.1598179172661,-25.3802912008223,-28.9509455587511,-12.2204732835562,-3.57065435792884
0.22,"informal",FALSE,0.185977947853255,0,0.013956433279212,0.141796341549506,0.181359778518736,-13.0458240935343,-14.3799682082461,0,0,0,0,0,0,0,0,0,-13.0458240935343,-25.0294451013232,-28.5499776541107,-11.9836210077889,-3.52053255278743
0.222,"informal",FALSE,0.187059754156421,0,0.0140376157939426,0.14262114996268,0.182414721611759,-12.9328177144564,-14.2554051199491,0,0,0,0,0,0,0,0,0,-12.9328177144564,-24.6834489456077,-28.154540419177,-11.7506312311513,-3.47109147356929
0.224,"informal",FALSE,0.188147853167357,0,0.0141192705353924,0.143450756164788,0.18347580115322,-12.8207902265256,-14.1319210300715,0,0,0,0,0,0,0,0,0,-12.8207902265256,-24.3422356901636,-27.764557214214,-11.521445463638,-3.42232152405045
0.226,"informal",FALSE,0.189242281489817,0,0.0142014002504344,0.144285188063862,0.184543052837934,-12.7097331503279,-14.0095065920434,0,0,0,0,0,0,0,0,0,-12.7097331503279,-24.0057392182592,-27.3799524563923,-11.2960060679314,-3.37421323813306
0.228,"informal",FALSE,0.190343075940473,0,0.0142840077019202,0.145124473730269,0.185616512568348,-12.5996380799002,-13.8881525402576,0,0,0,0,0,0,0,0,0,-12.5996380799002,-23.6738943271318,-27.0006516051599,-11.0742562472317,-3.32675727802803
0.23,"informal",FALSE,0.191450273550154,0,0.014367095668772,0.145968641397658,0.18669621645575,-12.490496682094,-13.767849689368,0,0,0,0,0,0,0,0,0,-12.490496682094,-23.3466367153532,-26.6265811478167,-10.8561400332592,-3.2799444324635
0.232,"informal",FALSE,0.192563911565091,0,0.0144506669460771,0.146817719463909,0.187782200821479,-12.3823006959449,-13.6485889335944,0,0,0,0,0,0,0,0,0,-12.3823006959449,-23.0239029703701,-26.257668585289,-10.6416022744252,-3.23376561491893
0.234,"informal",FALSE,0.193684027448173,0,0.014534724345181,0.147671736492088,0.188874502198153,-12.2750419320469,-13.5303612460332,0,0,0,0,0,0,0,0,0,-12.2750419320469,-22.7056305562167,-25.893842418101,-10.4305886241699,-3.18821186188431
0.236,"informal",FALSE,0.194810658880204,0,0.0146192706937825,0.148530721211409,0.189973157330893,-12.1687122719331,-13.4131576779743,0,0,0,0,0,0,0,0,0,-12.1687122719331,-22.3917578013975,-25.5350321325419,-10.2230455294645,-3.14327433114434
0.238,"informal",FALSE,0.195943843761171,0,0.0147043088360288,0.149394702518199,0.19107820317856,-12.0633036674606,-13.2969693582238,0,0,0,0,0,0,0,0,0,-12.0633036674606,-22.0822238869366,-25.181168187024,-10.018920219476,-3.0989443000874
0.24,"informal",FALSE,0.19708362021152,0,0.0147898416326111,0.150263709476869,0.192189676915002,-11.958808140202,-13.1817874924321,0,0,0,0,0,0,0,0,0,-11.958808140202,-21.7769688345932,-24.832181998632,-9.81816069439122,-3.05521316403874
0.242,"informal",FALSE,0.198230026573439,0,0.0148758719608606,0.151137771320898,0.193307615930299,-11.8552177808408,-13.0676033624289,0,0,0,0,0,0,0,0,0,-11.8552177808408,-21.4759334952397,-24.4880059298576,-9.62071571439888,-3.01207243461786
0.244,"informal",FALSE,0.199383101412146,0,0.0149624027148457,0.152016917453806,0.194432057832026,-11.7525247485734,-12.954408325563,0,0,0,0,0,0,0,0,0,-11.7525247485734,-21.1790595374002,-24.1485732755201,-9.42653478882686,-2.96951373811983
0.246,"informal",FALSE,0.200542883517187,0,0.0150494368054692,0.152901177450153,0.195563040446514,-11.650721270515,-12.8421938140478,0,0,0,0,0,0,0,0,0,-11.650721270515,-20.8862894359478,-23.8138182498679,-9.23556816543288,-2.92752881392003
0.248,"informal",FALSE,0.201709411903741,0,0.015136977160566,0.153790581056529,0.196700601820126,-11.5497996411118,-12.7309513343135,0,0,0,0,0,0,0,0,0,-11.5497996411118,-20.5975664609579,-23.4836759738604,-9.04776681984619,-2.88610951290244
0.25,"informal",FALSE,0.202882725813934,0,0.015225026725002,0.154685158192555,0.197844780220532,-11.4497522215575,-12.6206724663636,0,0,0,0,0,0,0,0,0,-11.4497522215575,-20.3128346667157,-23.1580824626267,-8.86308244515827,-2.84524779591099
0.252,"informal",FALSE,0.204062864718157,0,0.0153135884607729,0.15558493895189,0.198995614138002,-11.3505714392151,-12.511348863138,0,0,0,0,0,0,0,0,0,-11.3505714392151,-20.0320388808756,-22.8369746130993,-8.68146744166048,-2.8049357322237
0.254,"informal",FALSE,0.205249868316392,0,0.0154026653471036,0.156489953603244,0.200153142286698,-11.2522497870439,-12.402972249881,0,0,0,0,0,0,0,0,0,-11.2522497870439,-19.7551246937703,-22.52029019182,-8.50287490672644,-2.76516549804967
0.256,"informal",FALSE,0.206443776539553,0,0.0154922603805492,0.157400232591394,0.201317403605976,-11.1547798230311,-12.295534423515,0,0,0,0,0,0,0,0,0,-11.1547798230311,-19.4820384478685,-22.2079678229168,-8.32725862483743,-2.72592937504831
0.258,"informal",FALSE,0.207644629550826,0,0.015582376575095,0.158315806538212,0.202488437261697,-11.0581541696286,-12.1890272520196,0,0,0,0,0,0,0,0,0,-11.0581541696286,-19.2127272273769,-21.8999469762479,-8.15457305774835,-2.68721974887099
0.26,"informal",FALSE,0.208852467747019,0,0.0156730169622583,0.159236706243693,0.203666282647542,-10.9623655131945,-12.0834426738161,0,0,0,0,0,0,0,0,0,-10.9623655131945,-18.9471388479872,-21.5961679557118,-7.98477333479274,-2.64902910772455
0.262,"informal",FALSE,0.210067331759922,0,0.0157641845911901,0.160162962686987,0.204850979386343,-10.8674066034397,-11.9787726971574,0,0,0,0,0,0,0,0,0,-10.8674066034397,-18.6852218467643,-21.2965718877211,-7.81781524332461,-2.61135004095679
0.264,"informal",FALSE,0.211289262457676,0,0.0158558825287783,0.161094607027451,0.206042567331408,-10.773270252879,-11.875009399523,0,0,0,0,0,0,0,0,0,-10.773270252879,-18.4269254721742,-21.0011007098377,-7.65365521929524,-2.57417523766348
0.266,"informal",FALSE,0.212518300946144,0,0.01594811385975,0.162031670605687,0.207241086567869,-10.679949336287,-11.7721449270194,0,0,0,0,0,0,0,0,0,-10.679949336287,-18.1721996742502,-20.7096971595671,-7.49225033796318,-2.53749748531693
0.268,"informal",FALSE,0.213754488570298,0,0.016040881686776,0.162974184944603,0.208446577414025,-10.5874367901592,-11.6701714937855,0,0,0,0,0,0,0,0,0,-10.5874367901592,-17.9209950948945,-20.4223047633102,-7.33355830473531,-2.50130966841573
0.27,"informal",FALSE,0.214997866915605,0,0.0161341891305746,0.163922181750469,0.209659080422704,-10.4957256121765,-11.5690813814035,0,0,0,0,0,0,0,0,0,-10.4957256121765,-17.673263058314,-20.1388678254697,-7.17753744613744,-2.46560476715576
0.272,"informal",FALSE,0.21624847780943,0,0.016228039330017,0.164875692913988,0.210878636382619,-10.4048088606763,-11.4688669383145,0,0,0,0,0,0,0,0,0,-10.4048088606763,-17.4289555615887,-19.8593314177106,-7.02414670091241,-2.43037585612193
0.274,"informal",FALSE,0.217506363322442,0,0.0163224354422329,0.165834750511364,0.212105286319749,-10.3146796541262,-11.3695205792395,0,0,0,0,0,0,0,0,0,-10.3146796541262,-17.1880252653702,-19.5836413683712,-6.87334561124403,-2.39561610300099
0.276,"informal",FALSE,0.218771565770028,0,0.0164173806427164,0.166799386805388,0.213339071498714,-10.2253311706034,-11.2710347846052,0,0,0,0,0,0,0,0,0,-10.2253311706034,-16.9504254847084,-19.3117442520232,-6.72509431410499,-2.36131876731479
0.278,"informal",FALSE,0.220044127713718,0,0.0165128781254329,0.167769634246513,0.214580033424162,-10.1367566472787,-11.1734020999746,0,0,0,0,0,0,0,0,0,-10.1367566472787,-16.7161101800059,-19.04358737918,-6.57935353272714,-2.3274771991741
0.28,"informal",FALSE,0.221324091962615,0,0.0166089311029268,0.168745525473955,0.215828213842171,-10.0489493799041,-11.0766151354834,0,0,0,0,0,0,0,0,0,-10.0489493799041,-16.4850339480964,-18.7791187861493,-6.43608456819223,-2.29408483805295
0.282,"informal",FALSE,0.222611501574837,0,0.0167055428064293,0.169727093316788,0.217083654741646,-9.96190272230563,-10.9806665652799,0,0,0,0,0,0,0,0,0,-9.96190272230563,-16.2571520134473,-18.5182872250303,-6.29524929114169,-2.26113521158297
0.284,"informal",FALSE,0.223906399858966,0,0.0168027164859671,0.170714370795046,0.218346398355739,-9.87561008588014,-10.8855491269711,0,0,0,0,0,0,0,0,0,-9.87561008588014,-16.0324202194836,-18.2610421538518,-6.15681013360349,-2.22862193436818
0.286,"informal",FALSE,0.225208830375501,0,0.0169004554104722,0.171707391120836,0.219616487163264,-9.79006493909682,-10.7912556210727,0,0,0,0,0,0,0,0,0,-9.79006493909682,-15.8107950200315,-18.0073337268511,-6.02073008093465,-2.19653870681961
0.288,"informal",FALSE,0.226518836938328,0,0.016998762867891,0.172706187699457,0.220893963890128,-9.70526080700267,-10.6977789104641,0,0,0,0,0,0,0,0,0,-9.70526080700267,-15.5922334708804,-17.7571127848903,-5.88697266387769,-2.16487931400991
0.29,"informal",FALSE,0.227836463616191,0,0.0170976421652958,0.173710794130519,0.222178871510768,-9.62119127073246,-10.6051119198485,0,0,0,0,0,0,0,0,0,-9.62119127073246,-15.3766932214619,-17.5103308460098,-5.75550195072948,-2.13363762454788
0.292,"informal",FALSE,0.229161754734177,0,0.0171970966289954,0.174721244209077,0.223471253249598,-9.53784996702283,-10.5132476352173,0,0,0,0,0,0,0,0,0,-9.53784996702283,-15.1641325066436,-17.2669400961162,-5.62628253962078,-2.10280758947262
0.294,"informal",FALSE,0.230494754875202,0,0.0172971296046473,0.175737571926767,0.224771152582462,-9.45523058773073,-10.4221791033187,0,0,0,0,0,0,0,0,0,-9.45523058773073,-14.9545101386358,-17.0268933798034,-5.49927955090511,-2.07238324116759
0.296,"informal",FALSE,0.231835508881518,0,0.0173977444573704,0.17675981147295,0.226078613238096,-9.3733268793559,-10.3318994311321,0,0,0,0,0,0,0,0,0,-9.3733268793559,-14.7477854990111,-16.7901441913051,-5.37445861965525,-2.04235869229397
0.298,"informal",FALSE,0.233184061856217,0,0.0174989445718576,0.17778799723586,0.227393679199599,-9.29213264256753,-10.2424017853461,0,0,0,0,0,0,0,0,0,-9.29213264256753,-14.5439185308335,-16.5566466655774,-5.25178588826597,-2.01272813474394
0.3,"informal",FALSE,0.234540459164746,0,0.0176007333524905,0.178822163803762,0.228716394705915,-9.2116417317351,-10.1536793918412,0,0,0,0,0,0,0,0,0,-9.2116417317351,-14.3428697308966,-16.3263555695097,-5.13122799916146,-1.9834858386131
0.302,"informal",FALSE,0.235904746436439,0,0.0177031142234532,0.179862345966119,0.230046804253317,-9.13184805446311,-10.0657255351769,0,0,0,0,0,0,0,0,0,-9.13184805446311,-14.1446001420691,-16.0992262932618,-5.01275208760597,-1.95462615119267
0.304,"informal",FALSE,0.23727696956605,0,0.0178060906288478,0.180908578714756,0.231384952596909,-9.05274557113007,-9.97853355808389,0,0,0,0,0,0,0,0,0,-9.05274557113007,-13.9490713457463,-15.8752148417271,-4.8963257746162,-1.92614349598085
0.306,"informal",FALSE,0.238657174715293,0,0.0179096660328104,0.181960897245042,0.232730884752127,-8.97432829443123,-9.89209686095983,0,0,0,0,0,0,0,0,0,-8.97432829443123,-13.7562454544054,-15.6542778261191,-4.78191715997417,-1.89803237171369
0.308,"informal",FALSE,0.2400454083144,0,0.0180138439196273,0.18301933695707,0.234084645996255,-8.89659028892548,-9.80640890136982,0,0,0,0,0,0,0,0,0,-8.89659028892548,-13.5660851042643,-15.4363724556797,-4.66949481533886,-1.87028735141535
0.31,"informal",FALSE,0.241441717063679,0,0.0181186277938525,0.184083933456854,0.23544628186995,-8.81952567058607,-9.72146319355129,0,0,0,0,0,0,0,0,0,-8.81952567058607,-13.3785534480417,-15.2214565295092,-4.5590277774556,-1.84290308146757
0.312,"informal",FALSE,0.24284614793509,0,0.0182240211804252,0.185154722557518,0.236815838178771,-8.74312860635525,-9.63725330792305,0,0,0,0,0,0,0,0,0,-8.74312860635525,-13.1936141478167,-15.0094884285153,-4.45048554146147,-1.81587428069859
0.314,"informal",FALSE,0.244258748173819,0,0.0183300276247891,0.18623174028051,0.238193360994721,-8.66739331370275,-9.55377287059868,0,0,0,0,0,0,0,0,0,-8.66739331370275,-13.0112313679884,-14.8004271074798,-4.34383805428568,-1.78919573949136
0.316,"informal",FALSE,0.245679565299871,0,0.0184366506930109,0.187315022856808,0.239578896657797,-8.59231406018812,-9.471015562904,0,0,0,0,0,0,0,0,0,-8.59231406018812,-12.8313697683315,-14.5942320872425,-4.23905570814336,-1.76286231891106
0.318,"informal",FALSE,0.247108647109668,0,0.0185438939719007,0.188404606728139,0.24097249177755,-8.51788516302681,-9.3889751208989,0,0,0,0,0,0,0,0,0,-8.51788516302681,-12.6539944971485,-14.3908634470005,-4.13610933412166,-1.736868949852
0.32,"informal",FALSE,0.248546041677657,0,0.0186517610691324,0.189500528548208,0.242374193234651,-8.44410098866007,-9.30764533490314,0,0,0,0,0,0,0,0,0,-8.44410098866007,-12.4790711845167,-14.1902818167206,-4.03497019585661,-1.71121063220389
0.322,"informal",FALSE,0.249991797357928,0,0.0187602556133654,0.190602825183928,0.243784048182469,-8.3709559523285,-9.22702004902639,0,0,0,0,0,0,0,0,0,-8.3709559523285,-12.3065659356282,-13.9924483696656,-3.93560998329973,-1.68588243403741
0.324,"informal",FALSE,0.251445962785836,0,0.0188693812543665,0.191711533716662,0.245202104048659,-8.29844451764939,-9.14709316070228,0,0,0,0,0,0,0,0,0,-8.29844451764939,-12.1364453242223,-13.7973248150316,-3.83800080657294,-1.66087949080931
0.326,"informal",FALSE,0.252908586879646,0,0.0189791416631324,0.19282669144347,0.246628408536752,-8.22656119619764,-9.06785862022648,0,0,0,0,0,0,0,0,0,-8.22656119619764,-11.9686763861083,-13.6048733906952,-3.74211518991064,-1.6361970045869
0.328,"informal",FALSE,0.254379718842168,0,0.0190895405320137,0.193948335878362,0.248063009627766,-8.15530054709031,-8.98931043029877,0,0,0,0,0,0,0,0,0,-8.15530054709031,-11.803226612778,-13.41505685607,-3.64792606568768,-1.61183024329199
0.33,"informal",FALSE,0.255859408162421,0,0.0192005815748386,0.195076504753562,0.249505955581817,-8.08465717657487,-8.91144264556918,0,0,0,0,0,0,0,0,0,-8.08465717657487,-11.6400639451068,-13.2278384850712,-3.55540676853196,-1.58777453996442
0.332,"informal",FALSE,0.257347704617294,0,0.0193122685270385,0.19621123602078,0.250957294939744,-8.01462573762086,-8.8342493721879,0,0,0,0,0,0,0,0,0,-8.01462573762086,-11.4791567671416,-13.0431820591867,-3.46453102952071,-1.56402529204516
0.334,"informal",FALSE,0.258844658273219,0,0.0194246051457729,0.197352567852481,0.252417076524739,-7.94520092951524,-8.7577247673592,0,0,0,0,0,0,0,0,0,-7.94520092951524,-11.3204738999742,-12.8610518606532,-3.37527297045892,-1.54057796067908
0.336,"informal",FALSE,0.260350319487858,0,0.0195375952100561,0.198500538643175,0.253885349443992,-7.87637749746114,-8.68186303889922,0,0,0,0,0,0,0,0,0,-7.87637749746114,-11.1639845957002,-12.6814126657375,-3.28760709823906,-1.51742807003726
0.338,"informal",FALSE,0.261864738911797,0,0.0196512425208847,0.199655187010709,0.255362163090343,-7.80815023218014,-8.60665844479752,0,0,0,0,0,0,0,0,0,-7.80815023218014,-11.0096585314609,-12.5042297381202,-3.2015082992808,-1.49457120665926
0.34,"informal",FALSE,0.263387967490248,0,0.0197655509013649,0.200816551797562,0.256847567143942,-7.74051396951794,-8.53210529278247,0,0,0,0,0,0,0,0,0,-7.74051396951794,-10.8574658035676,-12.3294688223827,-3.11695183404967,-1.47200301881504
0.342,"informal",FALSE,0.264920056464763,0,0.0198805241968415,0.201984672072155,0.258341611573922,-7.67346359005354,-8.45819793989038,0,0,0,0,0,0,0,0,0,-7.67346359005354,-10.7073769217071,-12.1570961375939,-3.03391333165353,-1.44971921588685
0.344,"informal",FALSE,0.266461057374962,0,0.0199961662750268,0.203159587130165,0.259844346640078,-7.6069940187117,-8.38493079203844,0,0,0,0,0,0,0,0,0,-7.6069940187117,-10.5593628032274,-11.9870783709983,-2.95236878451568,-1.42771556777096
0.346,"informal",FALSE,0.268011022060259,0,0.0201124810261313,0.204341336495845,0.261355822894559,-7.54110022437884,-8.31229830360125,0,0,0,0,0,0,0,0,0,-7.54110022437884,-10.4133947675026,-11.8193826718021,-2.87229454312372,-1.40598790429953
0.348,"informal",FALSE,0.269570002661612,0,0.0202294723629942,0.205529959923355,0.262876091183569,-7.4757772195222,-8.24029497699108,0,0,0,0,0,0,0,0,0,-7.4757772195222,-10.2694445303751,-11.6539766450574,-2.79366731085289,-1.38453211468233
0.35,"informal",FALSE,0.271138051623277,0,0.0203471442212152,0.206725497398099,0.264405202649077,-7.41102005981237,-8.16891536224177,0,0,0,0,0,0,0,0,0,-7.41102005981237,-10.1274841986754,-11.4908283456442,-2.716464138863,-1.36334414696886
0.352,"informal",FALSE,0.272715221694568,0,0.0204655005592865,0.207927989138071,0.265943208730537,-7.346823843749,-8.0981540565962,0,0,0,0,0,0,0,0,0,-7.346823843749,-9.98748626481681,-11.3299062723471,-2.64066242106781,-1.34242000753034
0.354,"informal",FALSE,0.274301565931635,0,0.0205845453587267,0.209137475595206,0.267490161166617,-7.28318371228985,-8.02800570409736,0,0,0,0,0,0,0,0,0,-7.28318371228985,-9.84942360146572,-11.1711793620279,-2.56623988917586,-1.32175576056217
0.356,"informal",FALSE,0.275897137699247,0,0.020704282624214,0.210353997456742,0.269046111996945,-7.220094848483,-7.95846499518296,0,0,0,0,0,0,0,0,0,-7.220094848483,-9.71326945628488,-11.0146169838914,-2.49317460780189,-1.30134752760654
0.358,"informal",FALSE,0.27750199067259,0,0.0208247163837212,0.21157759564659,0.270611113563853,-7.15755247710221,-7.88952666628354,0,0,0,0,0,0,0,0,0,-7.15755247710221,-9.57899744674975,-10.8601889338451,-2.42144496964754,-1.28119148709539
0.36,"informal",FALSE,0.279116178839069,0,0.0209458506886514,0.212808311326708,0.272185218514141,-7.09555186428555,-7.82118549942408,0,0,0,0,0,0,0,0,0,-7.09555186428555,-9.4465815550363,-10.70786542895,-2.35102969075075,-1.26128387391372
0.362,"informal",FALSE,0.280739756500126,0,0.0210676896139741,0.214046185898488,0.273768479800848,-7.03408831717702,-7.75343632182903,0,0,0,0,0,0,0,0,0,-7.03408831717702,-9.31599612297959,-10.5576171019628,-2.28190780580257,-1.24162097898321
0.364,"informal",FALSE,0.282372778273066,0,0.0211902372583622,0.215291261004147,0.275360950685032,-6.97315718357141,-7.68627400553078,0,0,0,0,0,0,0,0,0,-6.97315718357141,-9.18721584710198,-10.4094149959683,-2.21405866353057,-1.22219914886632
0.366,"informal",FALSE,0.284015299092897,0,0.0213134977443299,0.216543578528129,0.276962684737566,-6.91275385156211,-7.61969346698158,0,0,0,0,0,0,0,0,0,-6.91275385156211,-9.06021577371009,-10.2632305591008,-2.14746192214798,-1.2030147853907
0.368,"informal",FALSE,0.285667374214173,0,0.0214374752183718,0.217803180598514,0.278573735840933,-6.8528737491921,-7.55368966666864,0,0,0,0,0,0,0,0,0,-6.8528737491921,-8.93497129405954,-10.1190356393535,-2.08209754486744,-1.18406434529391
0.37,"informal",FALSE,0.287329059212857,0,0.0215621738511016,0.219070109588434,0.280194158191044,-6.79351234410784,-7.48825760873283,0,0,0,0,0,0,0,0,0,-6.79351234410784,-8.81145813958653,-9.9768024794751,-2.0179457954787,-1.16534433988857
0.372,"informal",FALSE,0.289000409988189,0,0.0216875978373932,0.2203444081175,0.281824006299061,-6.73466514321623,-7.42339234059044,0,0,0,0,0,0,0,0,0,-6.73466514321623,-8.68965237720532,-9.836503711953,-1.95498723398909,-1.14685133474768
0.374,"informal",FALSE,0.290681482764567,0,0.0218137513965213,0.221626119053234,0.283463334993226,-6.67632769234454,-7.35908895255835,0,0,0,0,0,0,0,0,0,-6.67632769234454,-8.56953040467071,-9.69811235408089,-1.89320271232617,-1.12858194941017
0.376,"informal",FALSE,0.292372334093438,0,0.0219406387723035,0.222915285512513,0.285112199420712,-6.61849557590328,-7.29534257748242,0,0,0,0,0,0,0,0,0,-6.61849557590328,-8.4510689460047,-9.56160180311128,-1.83257337010142,-1.11053285710658
0.378,"informal",FALSE,0.2940730208552,0,0.0220682642332431,0.224211950863019,0.286770655049475,-6.56116441655193,-7.2321483903691,0,0,0,0,0,0,0,0,0,-6.56116441655193,-8.33424504698625,-9.42694583149088,-1.77308063043432,-1.09270078450463
0.38,"informal",FALSE,0.295783600261116,0,0.0221966320726726,0.225516158724696,0.288438757670116,-6.50432987486768,-7.16950160802019,0,0,0,0,0,0,0,0,0,-6.50432987486768,-8.2190360707035,-9.29411858217815,-1.71470619583583,-1.07508251147465
0.382,"informal",FALSE,0.297504129855238,0,0.0223257466088982,0.22682795297122,0.290116563397767,-6.44798764901692,-7.10739748867082,0,0,0,0,0,0,0,0,0,-6.44798764901692,-8.10541969316741,-9.16309456404208,-1.65743204415049,-1.05767487087467
0.384,"informal",FALSE,0.299234667516344,0,0.0224556121853452,0.228147377731472,0.29180412867397,-6.39213347442969,-7.04583133163056,0,0,0,0,0,0,0,0,0,-6.39213347442969,-7.99337389898602,-9.0338486473409,-1.60124042455634,-1.04047474835488
0.386,"informal",FALSE,0.300975271459885,0,0.0225862331707038,0.229474477391027,0.29350151026858,-6.33676312347684,-6.98479847692757,0,0,0,0,0,0,0,0,0,-6.33676312347684,-7.88287697709861,-8.9063560592799,-1.54611385362177,-1.02347908218129
0.388,"informal",FALSE,0.302726000239941,0,0.0227176139590763,0.230809296593641,0.295208765281673,-6.28187240515008,-6.92429430495596,0,0,0,0,0,0,0,0,0,-6.28187240515008,-7.77390751656868,-8.78059237964689,-1.49203511141859,-1.00668486307821
0.39,"informal",FALSE,0.304486912751193,0,0.0228497589701246,0.232151880242759,0.29692595114547,-6.22745716474474,-6.86431423612606,0,0,0,0,0,0,0,0,0,-6.22745716474474,-7.6664444024352,-8.65653353652458,-1.43898723769046,-0.990089134089376
0.392,"informal",FALSE,0.306258068230905,0,0.0229826726492196,0.233502273503022,0.298653125626265,-6.17351328354528,-6.80485373051783,0,0,0,0,0,0,0,0,0,-6.17351328354528,-7.5604668116212,-8.53415580207829,-1.38695352807592,-0.973688990457094
0.394,"informal",FALSE,0.308039526260914,0,0.0231163594675898,0.234860521801785,0.30039034682637,-6.12003667851358,-6.7459082875372,0,0,0,0,0,0,0,0,0,-6.12003667851358,-7.45595420889883,-8.41343578841805,-1.33591753038525,-0.957481579519217
0.396,"informal",FALSE,0.309831346769635,0,0.0232508239224726,0.23622667083065,0.302137673186071,-6.06702330197988,-6.68747344557546,0,0,0,0,0,0,0,0,0,-6.06702330197988,-7.35288634291031,-8.29435044353365,-1.28586304093043,-0.941464100623345
0.398,"informal",FALSE,0.31163359003408,0,0.0233860705372647,0.237600766546999,0.30389516348559,-6.01446914133641,-6.62954478167152,0,0,0,0,0,0,0,0,0,-6.01446914133641,-7.25124324224381,-8.17687704730153,-1.2367741009074,-0.925633805057716
0.4,"informal",FALSE,0.313446316681882,0,0.023522103861675,0.238982855175542,0.305662876847068,-5.96237021873365,-6.57211791117716,0,0,0,0,0,0,0,0,0,-5.96237021873365,-7.15100521156362,-8.06099320756185,-1.18863499282997,-0.909987995998238
0.402,"informal",FALSE,0.315269587693336,0,0.0236589284718776,0.240372983209869,0.307440872736548,-5.91072259077927,-6.51518848742513,0,0,0,0,0,0,0,0,0,-5.91072259077927,-7.05215282779374,-7.94667685626472,-1.14143023701448,-0.894524028470979
0.404,"informal",FALSE,0.317103464403452,0,0.023796548970665,0.24177119741402,0.30922921096598,-5.85952234823966,-6.45875220140016,0,0,0,0,0,0,0,0,0,-5.85952234823966,-6.95466693635437,-7.83390624568375,-1.09514458811472,-0.879239309329381
0.406,"informal",FALSE,0.318948008504015,0,0.023934969987604,0.243177544824052,0.311027951695231,-5.80876561574401,-6.40280478141283,0,0,0,0,0,0,0,0,0,-5.80876561574401,-6.85852864745026,-7.7226599446957,-1.04976303170624,-0.864131297245443
0.408,"informal",FALSE,0.320803282045662,0,0.0240741961791905,0.244592072749625,0.312837155434108,-5.75844855149102,-6.34734199277621,0,0,0,0,0,0,0,0,0,-5.75844855149102,-6.76371933241046,-7.61291683512442,-1.00527078091944,-0.849197502713963
0.41,"informal",FALSE,0.32266934743997,0,0.0242142322290067,0.246014828775591,0.314656883044395,-5.70856734695807,-6.29235963748534,0,0,0,0,0,0,0,0,0,-5.70856734695807,-6.67022062007866,-7.50465610814761,-0.961653273120592,-0.834435488068944
0.412,"informal",FALSE,0.324546267461555,0,0.0243550828478787,0.247445860763597,0.316487195741902,-5.65911822661297,-6.2378535538995,0,0,0,0,0,0,0,0,0,-5.65911822661297,-6.57801439325345,-7.39785726076453,-0.91889616664048,-0.819842867511084
0.414,"informal",FALSE,0.326434105250183,0,0.0244967527740344,0.248885216853695,0.318328155098519,-5.61009744762819,-6.18381961642721,0,0,0,0,0,0,0,0,0,-5.61009744762819,-6.48708278517769,-7.29250009232301,-0.876985337549498,-0.805417307145323
0.416,"informal",FALSE,0.328332924312896,0,0.0246392467732637,0.250332945465958,0.320179823044294,-5.56150129959758,-6.13025373521394,0,0,0,0,0,0,0,0,0,-5.56150129959758,-6.39740817607653,-7.18856470110372,-0.835906876478954,-0.791156525027184
