"i","choice","formal","wage","labor_taxes","voluntary_saving","consumption_young","consumption_old","decision_utility","experienced_utility","funded_contribution","funded_public_contribution","payg_contribution","payg_notional_contribution","funded_benefit","payg_benefit","eligibility_probability","eligible_payg_benefit","refund_benefit","utility_informal","utility_capitalization","utility_payg","utility_difference_formal_informal","utility_difference_payg_capitalization"
0.418,"informal",FALSE,0.330242788526146,0,0.0247825696390779,0.251789095302114,0.32204226186951,-5.51332610425548,-6.07715185583257,0,0,0,0,0,0,0,0,0,-5.51332610425548,-6.30897318974323,-7.0860314809599,-0.795647085487748,-0.777058291216669
0.42,"informal",FALSE,0.332163762137946,0,0.0249267261928719,0.253253715347181,0.323915534226785,-5.46556821519836,-6.0245099589765,0,0,0,0,0,0,0,0,0,-5.46556821519836,-6.22176069017214,-6.98488111801047,-0.756192474973781,-0.763120427838333
0.422,"informal",FALSE,0.334095909770028,0,0.0250717212840857,0.254726854871116,0.325799703133178,-5.4182240176088,-5.97232406015542,0,0,0,0,0,0,0,0,0,-5.4182240176088,-6.13575377823833,-6.88509458738439,-0.71752976062953,-0.749340809146062
0.424,"informal",FALSE,0.336039296420022,0,0.0252175597903679,0.25620856343047,0.327694831972309,-5.37128992798188,-5.92059020939373,0,0,0,0,0,0,0,0,0,-5.37128992798188,-6.05093578842299,-6.78665315001398,-0.679645860441113,-0.735717361590995
0.426,"informal",FALSE,0.337993987463637,0,0.0253642466177396,0.257698890870059,0.329600984496491,-5.32476239385394,-5.86930449093158,0,0,0,0,0,0,0,0,0,-5.32476239385394,-5.9672902855842,-6.68953834947512,-0.642527891730257,-0.722248063890921
0.428,"informal",FALSE,0.339960048656865,0,0.0255117867007594,0.259197887324639,0.331518224828874,-5.27863789353373,-5.81846302292844,0,0,0,0,0,0,0,0,0,-5.27863789353373,-5.88480106177229,-6.5937320088717,-0.606163168238565,-0.708930947099409
0.43,"informal",FALSE,0.341937546138189,0,0.0256601850026898,0.260705603220592,0.333446617465603,-5.23291293583577,-5.76806195716934,0,0,0,0,0,0,0,0,0,-5.23291293583577,-5.80345213308923,-6.49921622776201,-0.570539197253458,-0.695764094672774
0.432,"informal",FALSE,0.343926546430811,0,0.0258094465156635,0.262222089277624,0.33538622727799,-5.18758405981621,-5.71809747877354,0,0,0,0,0,0,0,0,0,-5.18758405981621,-5.72322773659145,-6.40597337912438,-0.535643676775234,-0.682745642532938
0.434,"informal",FALSE,0.345927116444889,0,0.0259595762608519,0.263747396510467,0.337337119514691,-5.14264783451078,-5.66856580590581,0,0,0,0,0,0,0,0,0,-5.14264783451078,-5.64411232723543,-6.31398610635951,-0.501464492724652,-0.669873779124079
0.436,"informal",FALSE,0.347939323479787,0,0.0261105792886338,0.265281576230601,0.339299359803904,-5.09810085867511,-5.6194631894902,0,0,0,0,0,0,0,0,0,-5.09810085867511,-5.56609057486557,-6.22323732032653,-0.467989716190462,-0.657146745460957
0.438,"informal",FALSE,0.349963235226339,0,0.0262624606787653,0.266824680047977,0.341273014155579,-5.05393976052736,-5.57078591292622,0,0,0,0,0,0,0,0,0,-5.05393976052736,-5.4891473612437,-6.13371019641024,-0.435207600716344,-0.644562835166538
0.44,"informal",FALSE,0.351998919769126,0,0.0264152255405508,0.268376759872753,0.343258148963633,-5.0101611974929,-5.52253029180758,0,0,0,0,0,0,0,0,0,-5.0101611974929,-5.41326777711956,-6.0453881716162,-0.403106579626652,-0.632120394496643
0.442,"informal",FALSE,0.35404644558877,0,0.0265688790130144,0.269937867917039,0.345254831008189,-4.96676185595142,-5.47469267364326,0,0,0,0,0,0,0,0,0,-4.96676185595142,-5.33843711934188,-5.95825494169095,-0.371675263390454,-0.619817822349076
0.444,"informal",FALSE,0.356105881564231,0,0.0267234262650737,0.271508056696659,0.347263127457819,-4.92373845098603,-5.42726943758112,0,0,0,0,0,0,0,0,0,-4.92373845098603,-5.26464088800937,-5.87229445826405,-0.340902437023344,-0.607653570254675
0.446,"informal",FALSE,0.358177296975131,0,0.0268788724957126,0.27308737903291,0.349283105871805,-4.88108772613467,-5.38025699413378,0,0,0,0,0,0,0,0,0,-4.88108772613467,-5.19186478366107,-5.78749092600871,-0.3107770575264,-0.595626142347643
0.448,"informal",FALSE,0.360260761504078,0,0.0270352229341571,0.274675888054346,0.351314834202412,-4.8388064531436,-5.33365178490693,0,0,0,0,0,0,0,0,0,-4.8388064531436,-5.12009470450551,-5.70382879981787,-0.28128825136191,-0.58373409531236
0.45,"informal",FALSE,0.362356345239017,0,0.0271924828400506,0.276273637198558,0.353358380797172,-4.79689143172309,-5.28745028233006,0,0,0,0,0,0,0,0,0,-4.79689143172309,-5.04931674368827,-5.62129278199218,-0.252425311965183,-0.571976038303903
0.452,"informal",FALSE,0.364464118675581,0,0.0273506575036312,0.27788068021398,0.355413814401185,-4.75533948930516,-5.24164898938937,0,0,0,0,0,0,0,0,0,-4.75533948930516,-4.97951718659725,-5.53986781943657,-0.22417769729209,-0.560350632839321
0.454,"informal",FALSE,0.366584152719468,0,0.0275097522459095,0.279497071161689,0.357481204159431,-4.71414748080346,-5.19624443936314,0,0,0,0,0,0,0,0,0,-4.71414748080346,-4.91068250820516,-5.45953910086188,-0.196535027401702,-0.548856592656723
0.456,"informal",FALSE,0.368716518688823,0,0.0276697724188477,0.28112286441723,0.359560619619098,-4.67331228837518,-5.15123319555929,0,0,0,0,0,0,0,0,0,-4.67331228837518,-4.84279937044879,-5.38029205398791,-0.16948708207361,-0.537492683539116
0.458,"informal",FALSE,0.370861288316638,0,0.0278307234055394,0.282758114672441,0.361652130731916,-4.63283082118512,-5.10661185105529,0,0,0,0,0,0,0,0,0,-4.63283082118512,-4.77585461964453,-5.3021123427445,-0.143023798459406,-0.526257723099965
0.46,"informal",FALSE,0.373018533753166,0,0.027992610620391,0.284402876937295,0.363755807856517,-4.59270001517171,-5.06237702844028,0,0,0,0,0,0,0,0,0,-4.59270001517171,-4.70983528393956,-5.22498586446688,-0.117135268767846,-0.51515058052732
0.462,"informal",FALSE,0.375188327568346,0,0.0281554395093037,0.28605720654175,0.365871721760799,-4.55291683281508,-5.0185253795594,0,0,0,0,0,0,0,0,0,-4.55291683281508,-4.64472857079831,-5.1488987470817,-0.0918117379832326,-0.504170176283394
0.464,"informal",FALSE,0.377370742754248,0,0.0283192155498567,0.287721159137609,0.367999943624304,-4.51347826290715,-4.97505358526043,0,0,0,0,0,0,0,0,0,-4.51347826290715,-4.58052186452365,-5.07383734628011,-0.0670436016164961,-0.493315481756467
0.466,"informal",FALSE,0.379565852727523,0,0.0284839442514914,0.289394790700394,0.370140545040616,-4.47438132032375,-4.9319583551425,0,0,0,0,0,0,0,0,0,-4.47438132032375,-4.51720272381235,-4.99978824267428,-0.0428214034886034,-0.482585518861931
0.468,"informal",FALSE,0.381773731331879,0,0.0286496311556969,0.29107815753123,0.372293598019769,-4.43562304579863,-4.88923642730707,0,0,0,0,0,0,0,0,0,-4.43562304579863,-4.45475887934437,-4.92673823893381,-0.0191358335457466,-0.471979359589441
0.47,"capitalization",TRUE,0.48253909460093,0.137523641961265,0,0.28844601460414,0.614678985798346,-4.39317823140538,-4.60699495029976,0.055491995879107,0.0217142592570419,0,0,0.441137137161047,0,0,0,0,-4.39720050569948,-4.39317823140538,-4.85467435689838,0.00402227429409674,-0.461496125492998
0.472,"capitalization",TRUE,0.487037899568097,0.138805801376908,0,0.291135252383586,0.620409756435302,-4.33244884754225,-4.54330985717237,0.0560093584503312,0.0219167054805644,0,0,0.445249943700594,0,0,0,0,-4.35911079180589,-4.33244884754225,-4.78358383466329,0.0266619442636493,-0.451134987121042
0.474,"capitalization",TRUE,0.49157864776092,0.140099914611862,0,0.293849562445083,0.626193956151262,-4.27255896025087,-4.48050511905522,0.0565315444925058,0.0221210391492414,0,0,0.449401094728072,0,0,0,0,-4.32135102108925,-4.27255896025087,-4.71345412363446,0.0487920608383838,-0.44089516338359
0.476,"capitalization",TRUE,0.496161730224174,0.14140609311389,0,0.296589178542346,0.632032083075823,-4.21349696469602,-4.4185685663038,0.05705859897578,0.0223272778600878,0,0,0.453590947736532,0,0,0,0,-4.28391833549448,-4.21349696469602,-4.64427288554956,0.0704213707984644,-0.430775920853544
0.478,"capitalization",TRUE,0.50078754164842,0.1427244493698,0,0.299354336608425,0.637924639982744,-4.15525141646263,-4.35748819750146,0.0575905672895684,0.0225354393741789,0,0,0.457819863551999,0,0,0,0,-4.24680990172373,-4.15525141646263,-4.57602798946217,0.0915584852611007,-0.420776572999543
0.48,"capitalization",TRUE,0.505456480403997,0.144055096915139,0,0.302145274776017,0.64387213433324,-4.09781102933828,-4.29725217713393,0.0581274952464597,0.0227455416181799,0,0,0.462088206364551,0,0,0,0,-4.21002291102194,-4.09781102933828,-4.50870750868598,0.11221188168366,-0.410896479347696
0.482,"capitalization",TRUE,0.510168948575325,0.145398150343968,0,0.304962233397976,0.649875078319684,-4.04116467312622,-4.23784883329591,0.0586694290861623,0.0229576026858896,0,0,0.46639634375968,0,0,0,0,-4.17355457896422,-4.04116467312622,-4.44229971769611,0.132389905837998,-0.401135044569895
0.484,"capitalization",TRUE,0.514925351995535,0.146753725318727,0,0.307805455068012,0.655933988909717,-3.98530137148869,-4.17926665542947,0.0592164154794865,0.0231716408397991,0,0,0.470744646749948,0,0,0,0,-4.13740214524509,-3.98530137148869,-4.37679308898513,0.152100773756402,-0.391491717496436
0.486,"capitalization",TRUE,0.519726100281419,0.148121938580204,0,0.310675184641584,0.66204938789077,-3.93021029982006,-4.1214942920936,0.0597685015323632,0.0233876745126639,0,0,0.475133489806939,0,0,0,0,-4.1015628734696,-3.93021029982006,-4.31217628987105,0.171352573649544,-0.381965990050991
0.488,"capitalization",TRUE,0.524571606868706,0.149502907957581,0,0.313571669256985,0.668221801914997,-3.87588078314933,-4.06452054876468,0.0603257347899012,0.0236057223090918,0,0,0.479563250893506,0,0,0,0,-4.06603405094616,-3.87588078314933,-4.24843817925555,0.190153267796832,-0.37255739610622
0.49,"capitalization",TRUE,0.529462289047665,0.150896752378584,0,0.316495158356625,0.674451762544634,-3.82230229407166,-4.00833438566732,0.0608881632404815,0.0238258030071449,0,0,0.484034311496326,0,0,0,0,-4.03081298848122,-3.82230229407166,-4.18556780433015,0.208510694409566,-0.363265510258495
0.492,"capitalization",TRUE,0.534398567999042,0.152303591879727,0,0.319445903708516,0.680739806297772,-3.76946445070846,-3.95292491563516,0.0614558353198898,0.0240479355599569,0,0,0.488547056658746,0,0,0,0,-3.99589702017576,-3.76946445070846,-4.12355439722909,0.226432569467303,-0.35408994652063
0.494,"capitalization",TRUE,0.539380868830334,0.153723547616645,0,0.322424159427948,0.687086474694564,-3.71735701469572,-3.8982814020013,0.0620287999154884,0.024272139097365,0,0,0.493101875013948,0,0,0,0,-3.96128350322345,-3.71735701469572,-4.06238737162744,0.243926488527738,-0.345030356931728
0.496,"capitalization",TRUE,0.544409620612395,0.155156741874533,0,0.325430181999381,0.693492314303861,-3.66596988920011,-3.84439325651786,0.0626071063704254,0.0244984329275578,0,0,0.497699158818417,0,0,0,0,-3.92696981771069,-3.66596988920011,-4.00205631928375,0.260999928510575,-0.336086430083639
0.498,"capitalization",TRUE,0.549485256416391,0.156603298078672,0,0.328464230298526,0.69995787679028,-3.61529311696256,-3.79125003730428,0.063190804487885,0.0247268365387376,0,0,0.50233930398572,0,0,0,0,-3.89295336641822,-3.61529311696256,-3.94255100652649,0.277660249455667,-0.327257889563935
0.5,"capitalization",TRUE,0.554608213351094,0.158063340805062,0,0.331526565614643,0.706483718961713,-3.56531687836876,-3.73884144682401,0.0637799445353758,0.0249573696007992,0,0,0.507022710120601,0,0,0,0,-3.85923157462462,-3.56531687836876,-3.88386137068437,0.293914696255857,-0.318544492315606
0.502,"capitalization",TRUE,0.559778932600524,0.159536995791149,0,0.334617451673043,0.713070402817279,-3.51603148954654,-3.68715732988916,0.0643745772490602,0.0251900519670236,0,0,0.511749780553399,0,0,0,0,-3.82580188991136,-3.51603148954654,-3.82597751646073,0.309770400364825,-0.309946026914195
0.504,"capitalization",TRUE,0.564997859461945,0.161024389946654,0,0.337737154657797,0.719718495595724,-3.4674274004893,-3.63618767169276,0.0649747538381236,0.0254249036757875,0,0,0.516520922374776,0,0,0,0,-3.79266178196965,-3.4674274004893,-3.76888971225277,0.325234381480347,-0.301462311763472
0.506,"capitalization",TRUE,0.570265443384213,0.162525651364501,0,0.340885943234665,0.726428569824271,-3.41949519320562,-3.58592259586814,0.0655805259891846,0.0256619449522896,0,0,0.521336546470782,0,0,0,0,-3.75980874240888,-3.41949519320562,-3.71258838641681,0.340313549203265,-0.29309319321119
0.508,"capitalization",TRUE,0.575582138006485,0.164040909331848,0,0.344064088574225,0.733201203367922,-3.37222557989428,-3.53635236257527,0.0661919458707458,0.0259011962102918,0,0,0.526197067558235,0,0,0,0,-3.72724028456683,-3.37222557989428,-3.65706412348126,0.355014704672547,-0.284838543586977
0.51,"capitalization",TRUE,0.580948401197279,0.165570294341225,0,0.347271864375233,0.740036979479228,-3.32560940114458,-3.48746736661337,0.0668090661376871,0.0261426780538776,0,0,0.531102904220439,0,0,0,0,-3.69495394332136,-3.32560940114458,-3.60230766030946,0.369344542176776,-0.276698259164876
0.512,"capitalization",TRUE,0.586364695093912,0.167113938101765,0,0.350509546888192,0.746936486848515,-3.27963762416153,-3.43925813555982,0.0674319399357999,0.0263864112792261,0,0,0.536054478943228,0,0,0,0,-3.66294727490388,-3.27963762416153,-3.54830988221506,0.383309650742354,-0.26867225805353
0.514,"capitalization",TRUE,0.591831486142296,0.168671973550554,0,0.353777414939141,0.753900319654583,-3.23430134101556,-3.39171532793465,0.0680606209063641,0.0266324168764033,0,0,0.541052218151357,0,0,0,0,-3.63121785671439,-3.23430134101556,-3.49506181903308,0.396916515698832,-0.260760478017522
0.516,"capitalization",TRUE,0.597349245137108,0.170244534864076,0,0.357075749953666,0.760929077615874,-3.18959176691646,-3.3448297313904,0.0686951631907675,0.0268807160311699,0,0,0.546096552245217,0,0,0,0,-3.59976328713808,-3.18959176691646,-3.44255464115035,0.410171520221625,-0.252962874233894
0.518,"capitalization",TRUE,0.602918447262334,0.171831757469765,0,0.360404835981141,0.768023366042123,-3.14550023851111,-3.29859226092715,0.0693356214351685,0.0271313301268051,0,0,0.551187915637908,0,0,0,0,-3.56858118536356,-3.14550023851111,-3.39077965549947,0.42308094685245,-0.245279416988356
0.52,"capitalization",TRUE,0.608539572132193,0.173433778057675,0,0.363764959719185,0.775183795886482,-3.10201821220484,-3.25299395713201,0.0699820507952022,0.0273842807459487,0,0,0.556326746792645,0,0,0,0,-3.53766919120265,-3.10201821220484,-3.33972830152104,0.435650978997817,-0.2377100893162
0.522,"capitalization",TRUE,0.614213103832438,0.175050734592245,0,0.367156410538355,0.782410983798138,-3.05913726250589,-3.20802598444315,0.0706345069407303,0.0276395896724597,0,0,0.561513488260522,0,0,0,0,-3.50702496491177,-3.05913726250589,-3.28939214709933,0.447887702405885,-0.230254884593442
0.524,"capitalization",TRUE,0.619939530962048,0.176682766324184,0,0.370579480507066,0.789705552175418,-3.01684908039284,-3.16367962943769,0.0712930460606355,0.0278972788932922,0,0,0.566748586718621,0,0,0,0,-3.47664618701479,-3.01684908039284,-3.23976288447702,0.459797106621951,-0.222913804084185
0.526,"capitalization",TRUE,0.625719346675305,0.178330013802462,0,0.374034464416741,0.797068129219386,-2.97514547170457,-3.11994629914331,0.0719577248676601,0.0281573706003887,0,0,0.57203249300848,0,0,0,0,-3.44653055812751,-2.97514547170457,-3.19083232615524,0.471385086422935,-0.215686854450663
0.528,"capitalization",TRUE,0.631553048724262,0.179992618886415,0,0.377521659807202,0.804499348987948,-2.93401835555249,-3.07681751937322,0.0726286006032901,0.0284198871925918,0,0,0.577365662174919,0,0,0,0,-3.4166757987836,-2.93401835555249,-3.14259240078539,0.482657443231111,-0.208574045232895
0.53,"capitalization",TRUE,0.637441139501611,0.181670724757959,0,0.381041366992292,0.811999851450454,-2.89345976275467,-3.03428493308408,0.0733057310426852,0.0286848512775725,0,0,0.582748553505232,0,0,0,0,-3.38707964926208,-2.89345976275467,-3.09503514905992,0.493619886507413,-0.201575386305246
0.532,"capitalization",TRUE,0.643384126083948,0.183364475933925,0,0.384593889085737,0.819570282542809,-2.85346183429169,-2.99234029875668,0.073989174499654,0.0289522856737776,0,0,0.588181630568732,0,0,0,0,-3.35773986941626,-2.85346183429169,-3.04815271960936,0.504278035124569,-0.194690885317664
0.534,"capitalization",TRUE,0.649382520275441,0.185074018278501,0,0.388179532027252,0.827211294223107,-2.81401681978381,-2.950975488799,0.0746789898316757,0.0292222134123948,0,0,0.593665361256682,0,0,0,0,-3.32865423850419,-2.81401681978381,-3.00193736491343,0.514637418720384,-0.187920545129621
0.536,"capitalization",TRUE,0.655436838651909,0.186799499015794,0,0.391798604608886,0.834923544527769,-2.77511707598914,-2.91018248797129,0.0753752364449695,0.0294946577393359,0,0,0.599200217822585,0,0,0,0,-3.29982055502059,-2.77511707598914,-2.95638143723436,0.524703479031446,-0.181264361245216
0.538,"capitalization",TRUE,0.661547602605304,0.188541066742512,0,0.395451418501616,0.842707697628219,-2.73675506532267,-2.86995339183302,0.07607797429961,0.0297696421172387,0,0,0.604786676922851,0,0,0,0,-3.27123663653018,-2.73675506532267,-2.91147738458074,0.534481571207511,-0.174722319258075
0.54,"capitalization",TRUE,0.667715338388618,0.190298871440756,0,0.399138288282187,0.850564423888077,-2.69892335439566,-2.83028040521117,0.076787263914691,0.0300471902274878,0,0,0.610425219657854,0,0,0,0,-3.24290031950253,-2.69892335439566,-2.86721774671064,0.543976965106871,-0.168294392314978
0.542,"capitalization",TRUE,0.673940577161199,0.192073064490942,0,0.402859531460204,0.858494399920895,-2.66161461257531,-2.79115584068983,0.0775031663735379,0.030327325972254,0,0,0.616116331613356,0,0,0,0,-3.21480945914828,-2.66161461257531,-2.82359515118262,0.553194846572966,-0.161980538607307
0.544,"capitalization",TRUE,0.680223855034499,0.193863798684832,0,0.406615468505476,0.866498308648422,-2.6248216105643,-2.75257211712055,0.0782257433289674,0.0306100734765525,0,0,0.621860502902331,0,0,0,0,-3.18696192925679,-2.6248216105643,-2.78060230946383,0.562140318692488,-0.155780698899525
0.546,"capitalization",TRUE,0.686565713118237,0.195671228238698,0,0.410406422875613,0.874576839359416,-2.58853721899997,-2.71452175815342,0.0789550570085973,0.0308954570903207,0,0,0.62765822820717,0,0,0,0,-3.15935562203523,-2.58853721899997,-2.73823201310396,0.570818403035261,-0.149694794103987
0.548,"capitalization",TRUE,0.692966697567005,0.197495508806596,0,0.414232721043883,0.882730687769011,-2.55275440707286,-2.67699739078829,0.0796911702202055,0.0311835013905152,0,0,0.633510006822283,0,0,0,0,-3.13198844794903,-2.55275440707286,-2.69647712998425,0.579234040876174,-0.143722722911392
0.55,"capitalization",TRUE,0.699427359627296,0.199336797493779,0,0.418094692527326,0.890960556078625,-2.51746624116436,-2.63999174394619,0.080434146357139,0.0314742311832283,0,0,0.639416342697097,0,0,0,0,-3.10485833556372,-2.51746624116436,-2.65533060065048,0.587392094399361,-0.137864359486123
0.552,"capitalization",TRUE,0.705948255684984,0.20119525287022,0,0.421992669915134,0.899267153036434,-2.4826658835032,-2.60349764706037,0.0811840494037732,0.0317676715058243,0,0,0.645377744479459,0,0,0,0,-3.07796323138814,-2.4826658835032,-2.61478543473884,0.59529734788494,-0.132119551235648
0.554,"capitalization",TRUE,0.712529947313234,0.203071034984272,0,0.425926988897293,0.907651193998413,-2.44834659084046,-2.56750802868685,0.0819409439410219,0.0320638476290955,0,0,0.651394725559436,0,0,0,0,-3.051301099719,-2.44834659084046,-2.57483470750341,0.602954508878547,-0.126488116662953
0.556,"capitalization",TRUE,0.719173001320866,0.204964305376447,0,0.42989798829349,0.916113400989935,-2.41450171314298,-2.53201591513427,0.0827048951518996,0.032362785059439,0,0,0.657467804113531,0,0,0,0,-3.02486992248685,-2.41450171314298,-2.53547155645373,0.610368209343872,-0.12096984331075
0.558,"capitalization",TRUE,0.725877989801168,0.206875227093333,0,0.433906010082293,0.924654502767958,-2.38112469230475,-2.49701442911248,0.0834759688271344,0.0326645095410526,0,0,0.663597503149304,0,0,0,0,-2.99866769910325,-2.38112469230475,-2.49668917811068,0.617543006798496,-0.115564485805928
0.56,"capitalization",TRUE,0.732645490181164,0.208803964701632,0,0.437951399430603,0.93327523488378,-2.34820906087618,-2.46249678840004,0.0842542313708339,0.0329690470581524,0,0,0.669784350550418,0,0,0,0,-2.9726924463094,-2.34820906087618,-2.45848082488851,0.624483385433224,-0.110271764012333
0.562,"capitalization",TRUE,0.739476085271341,0.210750684302332,0,0.442034504723378,0.941976339746385,-2.31574844081087,-2.42845630452997,0.0850397498062042,0.0332764238372103,0,0,0.676028879122096,0,0,0,0,-2.94694219802603,-2.31574844081087,-2.42083980211042,0.631193757215162,-0.105091361299552
0.564,"capitalization",TRUE,0.74637036331584,0.212715553545014,0,0.446155677593637,0.950758566686379,-2.28373654222976,-2.39488638149376,0.0858325917813216,0.0335866663492128,0,0,0.682331626637005,0,0,0,0,-2.92141500520454,-2.28373654222976,-2.38375946516469,0.637678462974776,-0.100022922934923
0.566,"capitalization",TRUE,0.753328918043118,0.214698741642289,0,0.45031527295274,0.959622672020523,-2.25216716220236,-2.36178051446322,0.0866328255749585,0.0338998013119403,0,0,0.688693135881574,0,0,0,0,-2.89610893567953,-2.25216716220236,-2.34723321680778,0.643941773477164,-0.0950660546054203
0.568,"capitalization",TRUE,0.760352348717073,0.216700419384366,0,0.454513649020955,0.968569419116863,-2.22103418354477,-2.32913228853012,0.0874405201024634,0.0342158556922683,0,0,0.695113954702731,0,0,0,0,-2.8710220740225,-2.22103418354477,-2.31125450462031,0.64998789047773,-0.090220321075535
0.57,"capitalization",TRUE,0.767441260188659,0.218720759153768,0,0.458751167358307,0.977599578460476,-2.19033157363439,-2.29693537746309,0.0882557449216958,0.0345348567084897,0,0,0.701594636055088,0,0,0,0,-2.84615252139694,-2.19033157363439,-2.27581681862099,0.655820947762548,-0.0854852449866046
0.572,"capitalization",TRUE,0.774596262947971,0.220759934940172,0,0.463028192895714,0.986713927719815,-2.16005338324095,-2.26518354248185,0.0890785702390166,0.0348568318326587,0,0,0.70813573804856,0,0,0,0,-2.82149839541451,-2.16005338324095,-2.24091368904334,0.661445012173556,-0.0808603058023878
0.574,"capitalization",TRUE,0.78181797317682,0.222818122355394,0,0.467345093966414,0.995913251813689,-2.13019374537378,-2.23387063104829,0.0899090669153343,0.0351818087929569,0,0,0.714737823996426,0,0,0,0,-2.79705782999266,-2.13019374537378,-2.20653868427878,0.666864084618877,-0.0763449389049966
0.576,"capitalization",TRUE,0.7891070128018,0.224895498648513,0,0.47170224233769,1.00519834297886,-2.10074687414491,-2.20299057567432,0.090747306472207,0.035509815576081,0,0,0.721401462463847,0,0,0,0,-2.77282897521332,-2.10074687414491,-2.17268540898943,0.672082101068408,-0.0719385348445121
0.578,"capitalization",TRUE,0.796464009547845,0.226992242721136,0,0.476100013242879,1.01457000083825,-2.07170706364799,-2.17253739274617,0.0915933610980022,0.035840880429653,0,0,0.728127227316823,0,0,0,0,-2.74880999718291,-2.07170706364799,-2.13934750239289,0.677102933534921,-0.0676404387449008
0.58,"capitalization",TRUE,0.803889596992292,0.229108535142803,0,0.480538785413695,1.02402903246984,-2.04306868685261,-2.14250518136491,0.0924473036541136,0.0361750318646532,0,0,0.734915697771619,0,0,0,0,-2.72499907789352,-2.04306868685261,-2.10651863672063,0.681930391040904,-0.0634499498680219
0.582,"capitalization",TRUE,0.811384414619439,0.23124455816654,0,0.485018941112837,1.03357625247614,-2.014826194514,-2.11288812220311,0.0933092076812355,0.0365122986578748,0,0,0.741767458444644,0,0,0,0,-2.70139441508528,-2.014826194514,-2.07419251585074,0.68656822057128,-0.0593663213367432
0.584,"capitalization",TRUE,0.818949107875621,0.233400495744552,0,0.489540866166916,1.04321248305438,-1.98697411409772,-2.08368047637717,0.0941791474056964,0.0368527098544029,0,0,0.748683099402799,0,0,0,0,-2.67799422211001,-1.98697411409772,-2.04236287411509,0.691020108012289,-0.0553887600173673
0.586,"capitalization",TRUE,0.826584328224792,0.235576533544066,0,0.494104949999676,1.05293855406725,-1.95950704871928,-2.05487658433531,0.0950571977458511,0.0371962947701157,0,0,0.755663216214294,0,0,0,0,-2.65479672779593,-1.95950704871928,-2.01102347528007,0.695289679076649,-0.0515164265607857
0.588,"capitalization",TRUE,0.834290733204632,0.23777285896332,0,0.498711585665536,1.06275530311444,-1.93241967609836,-2.02647086476095,0.0959434343185327,0.0375430829942084,0,0,0.762708409999932,0,0,0,0,-2.63180017631362,-1.93241967609836,-1.98016811169931,0.699380500215258,-0.0477484356009457
0.59,"capitalization",TRUE,0.84206898648317,0.239989661147703,0,0.503361169883435,1.07266357560476,-1.90570674752753,-1.9984578134912,0.0968379334455645,0.0378931043917426,0,0,0.769819287484886,0,0,0,0,-2.60900282704312,-1.90570674752753,-1.95016326817315,0.703296079515584,-0.044456520645612
0.592,"capitalization",TRUE,0.849919757915939,0.242227131006043,0,0.508054103071,1.08266422482888,-1.87936308685521,-1.9708320024503,0.097740772160333,0.0382463891062173,0,0,0.77699646105094,0,0,0,0,-2.58640295444217,-1.87936308685521,-1.9217927777738,0.70703986758696,-0.0424296909185853
0.594,"capitalization",TRUE,0.857843723603668,0.244485461227045,0,0.51279078937903,1.0927581120329,-1.85338358948269,-1.94358807859787,0.0986520282144218,0.0386029675621651,0,0,0.784240548789236,0,0,0,0,-2.56399884791564,-1.85338358948269,-1.893875197516,0.710615258432953,-0.0404916080333086
0.596,"capitalization",TRUE,0.8658415659505,0.246764846295892,0,0.517571636726298,1.10294610649248,-1.82776322137499,-1.91672076289162,0.0995717800843075,0.0389628704677725,0,0,0.791552174553496,0,0,0,0,-2.541788811686,-1.82776322137499,-1.86640175744607,0.714025590311012,-0.0386385360710806
0.598,"capitalization",TRUE,0.873913973722764,0.249065482510988,0,0.522397056834682,1.1132290855877,-1.80249701808546,-1.89022484926445,0.100500106978118,0.0393261288175244,0,0,0.79893196801375,0,0,0,0,-2.51977116466501,-1.80249701808546,-1.83936390245274,0.717274146579542,-0.0368668843672741
0.6,"capitalization",TRUE,0.88206164210829,0.251387568000863,0,0.527267465264625,1.12360793487861,-1.77758008379381,-1.86409520361566,0.101437088842453,0.039692773894873,0,0,0.806380564710565,0,0,0,0,-2.49794424032645,-1.77758008379381,-1.8127532866886,0.720364156532639,-0.0351732028947973
0.602,"capitalization",TRUE,0.890285272776279,0.25373130274124,0,0.532183281450917,1.13408354818153,-1.7530075903574,-1.83832676281612,0.102382806369272,0.0400628372749326,0,0,0.813898606109774,0,0,0,0,-2.47630638657999,-1.7530075903574,-1.78656176806605,0.723298796222594,-0.0335541777086477
0.604,"capitalization",TRUE,0.89858557393773,0.256096888572253,0,0.537144928738821,1.14465682764599,-1.72877477637577,-1.8129145337272,0.103337341002839,0.0404363508271978,0,0,0.82148673965772,0,0,0,0,-2.45485596564617,-1.72877477637577,-1.76078140283417,0.726081189270401,-0.0320066264584047
0.606,"capitalization",TRUE,0.906963260406427,0.258484529215832,0,0.54215283442053,1.15532868383243,-1.70487694626796,-1.78785359223324,0.104300774946739,0.0408133467182892,0,0,0.829145618837013,0,0,0,0,-2.43359135393237,-1.70487694626796,-1.73540444024271,0.728714407664409,-0.0305274939747466
0.608,"capitalization",TRUE,0.915419053660502,0.260894430293243,0,0.547207429771963,1.16610003579062,-1.68130946936271,-1.76313908228742,0.105273191170958,0.0411938574147226,0,0,0.836875903222807,0,0,0,0,-2.41251094190999,-1.68130946936271,-1.71042331729802,0.731201472547281,-0.0291138479353132
