"cohort","life_stage","policy","i","weight","choice","pension_class","formal","wage","solidarity_eligible","consumption_young","consumption_old","experienced_utility","baseline_utility","welfare_cev"
-1,"old_at_reform","Law 2381 pillars",0.93,0.000455032383605845,"payg","payg_only",TRUE,4.07847797751858,FALSE,NA,5.66945395483887,-0.0180634623941705,-0.019162093411619,0.0401467963281001
-1,"old_at_reform","Law 2381 pillars",0.94,0.00038270207402884,"payg","payg_only",TRUE,4.27217845556463,FALSE,NA,5.94289543033195,-0.0168312245895838,-0.0178549101373626,0.0401467963281001
-1,"old_at_reform","Law 2381 pillars",0.95,0.000320684534961157,"payg","payg_only",TRUE,4.47507841327002,FALSE,NA,6.22891773880185,-0.0156853406407966,-0.0166393328141235,0.0401467963280997
-1,"old_at_reform","Law 2381 pillars",0.96,0.000267728070175611,"payg","payg_only",TRUE,4.68761476450742,FALSE,NA,6.52815708143495,-0.0146193126509067,-0.0155084683388686,0.0401467963280999
-1,"old_at_reform","Law 2381 pillars",0.97,0.000222693986042829,"payg","payg_only",TRUE,4.91024517364187,FALSE,NA,6.8412763417723,-0.0136272162544825,-0.014456032022576,0.0401467963281001
-1,"old_at_reform","Law 2381 pillars",0.98,0.00018455327674269,"payg","payg_only",TRUE,5.14344904104055,FALSE,NA,7.16896663996192,-0.0127036350487836,-0.0134762780335219,0.0401467963281004
-1,"old_at_reform","Law 2381 pillars",0.99,0.000152382018630337,"payg","payg_only",TRUE,5.38772853538789,FALSE,NA,7.51194894584972,-0.01184360477833,-0.0125639401871204,0.0401467963281001
-1,"old_at_reform","Law 2381 pillars",1,6.26778916131105e-05,"payg","payg_only",TRUE,5.64360967502859,FALSE,NA,7.87097575231092,-0.0110425655571478,-0.0117141812622967,0.0401467963281001
0,"young_lifetime","Law 100",0,0.000223648618482682,"informal","informal",FALSE,0.0982702368145369,TRUE,0.0749177313590632,0.0958200878748886,-37.4437493418334,-37.4437493418334,0
0,"young_lifetime","Law 100",0.01,0.000530074028894635,"informal","informal",FALSE,0.10116179868178,FALSE,0.0771221552233004,0.0986395551031786,-35.8498645670935,-35.8498645670935,0
0,"young_lifetime","Law 100",0.02,0.000625857596014926,"informal","informal",FALSE,0.104138443584366,FALSE,0.0793914433657941,0.101541984011297,-34.3238273962876,-34.3238273962876,0
0,"young_lifetime","Law 100",0.03,0.00073622950670148,"informal","informal",FALSE,0.107202675056107,FALSE,0.0817275043916279,0.10452981571303,-32.8627497302052,-32.8627497302052,0
0,"young_lifetime","Law 100",0.04,0.000862878406729994,"informal","informal",FALSE,0.110357070296282,FALSE,0.0841323030658161,0.107605563150946,-31.4638664086426,-31.4638664086426,0
0,"young_lifetime","Law 100",0.05,0.00100759191313581,"informal","informal",FALSE,0.113604282337214,FALSE,0.0866078619657865,0.11077181320993,-30.1245299772036,-30.1245299772036,0
0,"young_lifetime","Law 100",0.06,0.00117224512608808,"informal","informal",FALSE,0.116947042275625,FALSE,0.0891562631824879,0.114031228892907,-28.842205676864,-28.842205676864,0
0,"young_lifetime","Law 100",0.07,0.00135878545245099,"informal","informal",FALSE,0.120388161569651,FALSE,0.0917796500715506,0.117386551560582,-27.6144666468168,-27.6144666468168,0
0,"young_lifetime","Law 100",0.08,0.00156921348536889,"informal","informal",FALSE,0.123930534403444,FALSE,0.0944802290559754,0.120840603237086,-26.4389893315217,-26.4389893315217,0
0,"young_lifetime","Law 100",0.09,0.00180555975146526,"informal","informal",FALSE,0.127577140121352,FALSE,0.097260271481865,0.124396288983468,-25.3135490832626,-25.3135490832626,0
